Iliad Line,Label,First Scholion,Second Scholion
urn:cts:greekLit:tlg0012.tlg001.msA:11.32,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.15,urn:cts:greekLit:tlg5026.msAint.hmt:11.4
urn:cts:greekLit:tlg0012.tlg001.msA:11.356,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.138,urn:cts:greekLit:tlg5026.msAim.hmt:11.38
urn:cts:greekLit:tlg0012.tlg001.msA:11.368,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.141,urn:cts:greekLit:tlg5026.msAim.hmt:11.39
urn:cts:greekLit:tlg0012.tlg001.msA:11.371,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.143,urn:cts:greekLit:tlg5026.msAim.hmt:11.40
urn:cts:greekLit:tlg0012.tlg001.msA:11.38,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.19,urn:cts:greekLit:tlg5026.msAint.hmt:11.5
urn:cts:greekLit:tlg0012.tlg001.msA:11.391,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.152,urn:cts:greekLit:tlg5026.msAint.hmt:11.14
urn:cts:greekLit:tlg0012.tlg001.msA:11.40,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:11.20,urn:cts:greekLit:tlg5026.msAext.hmt:11.1
urn:cts:greekLit:tlg0012.tlg001.msA:11.430,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.165,urn:cts:greekLit:tlg5026.msAim.hmt:11.52
urn:cts:greekLit:tlg0012.tlg001.msA:11.437,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.167,urn:cts:greekLit:tlg5026.msAint.hmt:11.18
urn:cts:greekLit:tlg0012.tlg001.msA:11.459,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:11.12,urn:cts:greekLit:tlg5026.msAim.hmt:11.55
urn:cts:greekLit:tlg0012.tlg001.msA:11.462,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:11.56,urn:cts:greekLit:tlg5026.msAint.hmt:11.21
urn:cts:greekLit:tlg0012.tlg001.msA:11.532,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:11.199,urn:cts:greekLit:tlg5026.msAext.hmt:11.14
urn:cts:greekLit:tlg0012.tlg001.msA:11.54,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.30,urn:cts:greekLit:tlg5026.msAim.hmt:11.6
urn:cts:greekLit:tlg0012.tlg001.msA:11.546,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:11.65,urn:cts:greekLit:tlg5026.msAint.hmt:11.25
urn:cts:greekLit:tlg0012.tlg001.msA:11.55,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.31,urn:cts:greekLit:tlg5026.msAint.hmt:11.6
urn:cts:greekLit:tlg0012.tlg001.msA:11.583,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.217,urn:cts:greekLit:tlg5026.msAint.hmt:11.28
urn:cts:greekLit:tlg0012.tlg001.msA:11.589,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.218,urn:cts:greekLit:tlg5026.msAint.hmt:11.29
urn:cts:greekLit:tlg0012.tlg001.msA:11.596,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.219,urn:cts:greekLit:tlg5026.msAint.hmt:11.31
urn:cts:greekLit:tlg0012.tlg001.msA:11.601,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.221,urn:cts:greekLit:tlg5026.msAim.hmt:11.3006
urn:cts:greekLit:tlg0012.tlg001.msA:11.622,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.226,urn:cts:greekLit:tlg5026.msAim.hmt:11.75
urn:cts:greekLit:tlg0012.tlg001.msA:11.630,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.227,urn:cts:greekLit:tlg5026.msAint.hmt:11.34
urn:cts:greekLit:tlg0012.tlg001.msA:11.640,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.235,urn:cts:greekLit:tlg5026.msAim.hmt:11.77
urn:cts:greekLit:tlg0012.tlg001.msA:11.672,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.244,urn:cts:greekLit:tlg5026.msAim.hmt:11.81
urn:cts:greekLit:tlg0012.tlg001.msA:11.689,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:11.83,urn:cts:greekLit:tlg5026.msAint.hmt:11.42
urn:cts:greekLit:tlg0012.tlg001.msA:11.699,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:11.262,urn:cts:greekLit:tlg5026.msAint.hmt:11.44
urn:cts:greekLit:tlg0012.tlg001.msA:11.72,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.37,urn:cts:greekLit:tlg5026.msAim.hmt:11.8
urn:cts:greekLit:tlg0012.tlg001.msA:11.728,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:11.275,urn:cts:greekLit:tlg5026.msAext.hmt:11.17
urn:cts:greekLit:tlg0012.tlg001.msA:11.754,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.285,urn:cts:greekLit:tlg5026.msAim.hmt:11.87
urn:cts:greekLit:tlg0012.tlg001.msA:11.801,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:11.294,urn:cts:greekLit:tlg5026.msAim.hmt:11.93
urn:cts:greekLit:tlg0012.tlg001.msA:12.105,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.E1,urn:cts:greekLit:tlg5026.msAim.hmt:12.E1
urn:cts:greekLit:tlg0012.tlg001.msA:12.131,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:12.G1,urn:cts:greekLit:tlg5026.msAim.hmt:12.G2
urn:cts:greekLit:tlg0012.tlg001.msA:12.147,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.G9,urn:cts:greekLit:tlg5026.msAint.hmt:12.G3
urn:cts:greekLit:tlg0012.tlg001.msA:12.153,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.E10,urn:cts:greekLit:tlg5026.msAim.hmt:12.E3
urn:cts:greekLit:tlg0012.tlg001.msA:12.17,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:12.A9,urn:cts:greekLit:tlg5026.msAext.hmt:12.A2
urn:cts:greekLit:tlg0012.tlg001.msA:12.193,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.H6,urn:cts:greekLit:tlg5026.msAint.hmt:12.H1
urn:cts:greekLit:tlg0012.tlg001.msA:12.211,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.H14,urn:cts:greekLit:tlg5026.msAim.hmt:12.H3
urn:cts:greekLit:tlg0012.tlg001.msA:12.213,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.H15,urn:cts:greekLit:tlg5026.msAim.hmt:12.H4
urn:cts:greekLit:tlg0012.tlg001.msA:12.26,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.B1,urn:cts:greekLit:tlg5026.msAint.hmt:12.B1
urn:cts:greekLit:tlg0012.tlg001.msA:12.280,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.G20,urn:cts:greekLit:tlg5026.msAim.hmt:12.G3
urn:cts:greekLit:tlg0012.tlg001.msA:12.301,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.G29,urn:cts:greekLit:tlg5026.msAint.hmt:12.G10
urn:cts:greekLit:tlg0012.tlg001.msA:12.33,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.B3,urn:cts:greekLit:tlg5026.msAim.hmt:12.B2
urn:cts:greekLit:tlg0012.tlg001.msA:12.34,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:12.B4,urn:cts:greekLit:tlg5026.msAext.hmt:12.B1
urn:cts:greekLit:tlg0012.tlg001.msA:12.350,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.H40,urn:cts:greekLit:tlg5026.msAint.hmt:12.H5
urn:cts:greekLit:tlg0012.tlg001.msA:12.36,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.B5,urn:cts:greekLit:tlg5026.msAint.hmt:12.B2
urn:cts:greekLit:tlg0012.tlg001.msA:12.40,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.B7,urn:cts:greekLit:tlg5026.msAint.hmt:12.B3
urn:cts:greekLit:tlg0012.tlg001.msA:12.435,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.F9,urn:cts:greekLit:tlg5026.msAint.hmt:12.F3
urn:cts:greekLit:tlg0012.tlg001.msA:12.446,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:12.F1,urn:cts:greekLit:tlg5026.msAint.hmt:12.F4
urn:cts:greekLit:tlg0012.tlg001.msA:12.451,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.F15,urn:cts:greekLit:tlg5026.msAint.hmt:12.F5
urn:cts:greekLit:tlg0012.tlg001.msA:12.46,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:12.B8,urn:cts:greekLit:tlg5026.msAint.hmt:12.B5
urn:cts:greekLit:tlg0012.tlg001.msA:12.463,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.J6,urn:cts:greekLit:tlg5026.msAim.hmt:12.J2
urn:cts:greekLit:tlg0012.tlg001.msA:12.468,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.J7,urn:cts:greekLit:tlg5026.msAim.hmt:12.J4
urn:cts:greekLit:tlg0012.tlg001.msA:12.77,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:12.D1,urn:cts:greekLit:tlg5026.msAim.hmt:12.D2
urn:cts:greekLit:tlg0012.tlg001.msA:14.110,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:14.E13,urn:cts:greekLit:tlg5026.msAext.hmt:14.E2
urn:cts:greekLit:tlg0012.tlg001.msA:14.114,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.E14,urn:cts:greekLit:tlg5026.msAint.hmt:14.E10
urn:cts:greekLit:tlg0012.tlg001.msA:14.135,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:14.G1,urn:cts:greekLit:tlg5026.msAint.hmt:14.G2
urn:cts:greekLit:tlg0012.tlg001.msA:14.145,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.G7,urn:cts:greekLit:tlg5026.msAim.hmt:14.G1
urn:cts:greekLit:tlg0012.tlg001.msA:14.147,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.G9,urn:cts:greekLit:tlg5026.msAim.hmt:14.G2
urn:cts:greekLit:tlg0012.tlg001.msA:14.148,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.G8,urn:cts:greekLit:tlg5026.msAint.hmt:14.G3
urn:cts:greekLit:tlg0012.tlg001.msA:14.157,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.G11,urn:cts:greekLit:tlg5026.msAim.hmt:14.G4
urn:cts:greekLit:tlg0012.tlg001.msA:14.16,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.B11,urn:cts:greekLit:tlg5026.msAim.hmt:14.B1
urn:cts:greekLit:tlg0012.tlg001.msA:14.173,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.G19,urn:cts:greekLit:tlg5026.msAim.hmt:14.G7
urn:cts:greekLit:tlg0012.tlg001.msA:14.202,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:14.C2,urn:cts:greekLit:tlg5026.msAint.hmt:14.C4
urn:cts:greekLit:tlg0012.tlg001.msA:14.203,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:14.C5,urn:cts:greekLit:tlg5026.msAim.hmt:14.C4
urn:cts:greekLit:tlg0012.tlg001.msA:14.229,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.C19,urn:cts:greekLit:tlg5026.msAint.hmt:14.C7
urn:cts:greekLit:tlg0012.tlg001.msA:14.235,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.C21,urn:cts:greekLit:tlg5026.msAint.hmt:14.C8
urn:cts:greekLit:tlg0012.tlg001.msA:14.249,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.C26,urn:cts:greekLit:tlg5026.msAint.hmt:14.C11
urn:cts:greekLit:tlg0012.tlg001.msA:14.25,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.B14,urn:cts:greekLit:tlg5026.msAim.hmt:14.B3
urn:cts:greekLit:tlg0012.tlg001.msA:14.299,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.H18,urn:cts:greekLit:tlg5026.msAint.hmt:14.H3
urn:cts:greekLit:tlg0012.tlg001.msA:14.303,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:14.H1,urn:cts:greekLit:tlg5026.msAint.hmt:14.H4
urn:cts:greekLit:tlg0012.tlg001.msA:14.322,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.H26,urn:cts:greekLit:tlg5026.msAim.hmt:14.H7
urn:cts:greekLit:tlg0012.tlg001.msA:14.324,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.H27,urn:cts:greekLit:tlg5026.msAint.hmt:14.H5
urn:cts:greekLit:tlg0012.tlg001.msA:14.340,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.A3,urn:cts:greekLit:tlg5026.msAim.hmt:14.A1
urn:cts:greekLit:tlg0012.tlg001.msA:14.348,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:14.A4,urn:cts:greekLit:tlg5026.msAext.hmt:14.A1
urn:cts:greekLit:tlg0012.tlg001.msA:14.349,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.A5,urn:cts:greekLit:tlg5026.msAint.hmt:14.A1
urn:cts:greekLit:tlg0012.tlg001.msA:14.36,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.B17,urn:cts:greekLit:tlg5026.msAint.hmt:14.B1
urn:cts:greekLit:tlg0012.tlg001.msA:14.364,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:14.A7,urn:cts:greekLit:tlg5026.msAext.hmt:14.A3
urn:cts:greekLit:tlg0012.tlg001.msA:14.382,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.D1,urn:cts:greekLit:tlg5026.msAint.hmt:14.D1
urn:cts:greekLit:tlg0012.tlg001.msA:14.398,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:14.D4,urn:cts:greekLit:tlg5026.msAim.hmt:14.D2
urn:cts:greekLit:tlg0012.tlg001.msA:14.412,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.D10,urn:cts:greekLit:tlg5026.msAim.hmt:14.D3
urn:cts:greekLit:tlg0012.tlg001.msA:14.418,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.D13,urn:cts:greekLit:tlg5026.msAim.hmt:14.D5
urn:cts:greekLit:tlg0012.tlg001.msA:14.424,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.D16,urn:cts:greekLit:tlg5026.msAim.hmt:14.D6
urn:cts:greekLit:tlg0012.tlg001.msA:14.45,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:14.B25,urn:cts:greekLit:tlg5026.msAim.hmt:14.B5
urn:cts:greekLit:tlg0012.tlg001.msA:14.474,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:14.F1,urn:cts:greekLit:tlg5026.msAim.hmt:14.F5
urn:cts:greekLit:tlg0012.tlg001.msA:14.48,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.B26,urn:cts:greekLit:tlg5026.msAint.hmt:14.B3
urn:cts:greekLit:tlg0012.tlg001.msA:14.483,Im & Il,urn:cts:greekLit:tlg5026.msAil.hmt:14.F3,urn:cts:greekLit:tlg5026.msAim.hmt:14.F7
urn:cts:greekLit:tlg0012.tlg001.msA:14.499,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.F7,urn:cts:greekLit:tlg5026.msAint.hmt:14.F1
urn:cts:greekLit:tlg0012.tlg001.msA:14.58,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.E1,urn:cts:greekLit:tlg5026.msAint.hmt:14.E2
urn:cts:greekLit:tlg0012.tlg001.msA:14.62,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:14.E3,urn:cts:greekLit:tlg5026.msAint.hmt:14.E3
urn:cts:greekLit:tlg0012.tlg001.msA:14.69,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:14.E1,urn:cts:greekLit:tlg5026.msAint.hmt:14.E5
urn:cts:greekLit:tlg0012.tlg001.msA:15.11,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.12,urn:cts:greekLit:tlg5026.msAint.hmt:15.1
urn:cts:greekLit:tlg0012.tlg001.msA:15.134,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.40,urn:cts:greekLit:tlg5026.msAim.hmt:15.19
urn:cts:greekLit:tlg0012.tlg001.msA:15.147-15.148,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.45,urn:cts:greekLit:tlg5026.msAint.hmt:15.15
urn:cts:greekLit:tlg0012.tlg001.msA:15.155,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.47,urn:cts:greekLit:tlg5026.msAint.hmt:15.16
urn:cts:greekLit:tlg0012.tlg001.msA:15.158,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:15.9,urn:cts:greekLit:tlg5026.msAint.hmt:15.17
urn:cts:greekLit:tlg0012.tlg001.msA:15.161,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.23,urn:cts:greekLit:tlg5026.msAint.hmt:15.18
urn:cts:greekLit:tlg0012.tlg001.msA:15.162,Main & Il,urn:cts:greekLit:tlg5026.msA.hmt:15.50,urn:cts:greekLit:tlg5026.msAil.hmt:15.16
urn:cts:greekLit:tlg0012.tlg001.msA:15.17,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.15,urn:cts:greekLit:tlg5026.msAint.hmt:15.2
urn:cts:greekLit:tlg0012.tlg001.msA:15.18,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.16,urn:cts:greekLit:tlg5026.msAint.hmt:15.3
urn:cts:greekLit:tlg0012.tlg001.msA:15.197,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.63,urn:cts:greekLit:tlg5026.msAim.hmt:15.31
urn:cts:greekLit:tlg0012.tlg001.msA:15.214,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.70,urn:cts:greekLit:tlg5026.msAint.hmt:15.22
urn:cts:greekLit:tlg0012.tlg001.msA:15.225,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:15.72,urn:cts:greekLit:tlg5026.msAext.hmt:15.11
urn:cts:greekLit:tlg0012.tlg001.msA:15.231,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.75,urn:cts:greekLit:tlg5026.msAim.hmt:15.34
urn:cts:greekLit:tlg0012.tlg001.msA:15.232,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.35,urn:cts:greekLit:tlg5026.msAint.hmt:15.25
urn:cts:greekLit:tlg0012.tlg001.msA:15.24,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.1,urn:cts:greekLit:tlg5026.msAint.hmt:15.6
urn:cts:greekLit:tlg0012.tlg001.msA:15.252,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.78,urn:cts:greekLit:tlg5026.msAim.hmt:15.37
urn:cts:greekLit:tlg0012.tlg001.msA:15.27,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.19,urn:cts:greekLit:tlg5026.msAim.hmt:15.2
urn:cts:greekLit:tlg0012.tlg001.msA:15.288,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.87,urn:cts:greekLit:tlg5026.msAim.hmt:15.38
urn:cts:greekLit:tlg0012.tlg001.msA:15.297,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:15.12,urn:cts:greekLit:tlg5026.msAim.hmt:15.40
urn:cts:greekLit:tlg0012.tlg001.msA:15.330,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.96,urn:cts:greekLit:tlg5026.msAint.hmt:15.30
urn:cts:greekLit:tlg0012.tlg001.msA:15.394,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.113,urn:cts:greekLit:tlg5026.msAim.hmt:15.48
urn:cts:greekLit:tlg0012.tlg001.msA:15.417,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.121,urn:cts:greekLit:tlg5026.msAint.hmt:15.37
urn:cts:greekLit:tlg0012.tlg001.msA:15.45,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:15.2a,urn:cts:greekLit:tlg5026.msAim.hmt:15.5
urn:cts:greekLit:tlg0012.tlg001.msA:15.494,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:15.141,urn:cts:greekLit:tlg5026.msAext.hmt:15.18
urn:cts:greekLit:tlg0012.tlg001.msA:15.498,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.142,urn:cts:greekLit:tlg5026.msAim.hmt:15.58
urn:cts:greekLit:tlg0012.tlg001.msA:15.513,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.59,urn:cts:greekLit:tlg5026.msAint.hmt:15.39
urn:cts:greekLit:tlg0012.tlg001.msA:15.531,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.151,urn:cts:greekLit:tlg5026.msAim.hmt:15.60
urn:cts:greekLit:tlg0012.tlg001.msA:15.563,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.158,urn:cts:greekLit:tlg5026.msAim.hmt:15.64
urn:cts:greekLit:tlg0012.tlg001.msA:15.571,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.65,urn:cts:greekLit:tlg5026.msAint.hmt:15.42
urn:cts:greekLit:tlg0012.tlg001.msA:15.601,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.160,urn:cts:greekLit:tlg5026.msAim.hmt:15.67
urn:cts:greekLit:tlg0012.tlg001.msA:15.626,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.168,urn:cts:greekLit:tlg5026.msAint.hmt:15.46
urn:cts:greekLit:tlg0012.tlg001.msA:15.634,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.171,urn:cts:greekLit:tlg5026.msAint.hmt:15.47
urn:cts:greekLit:tlg0012.tlg001.msA:15.645,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.174,urn:cts:greekLit:tlg5026.msAim.hmt:15.69
urn:cts:greekLit:tlg0012.tlg001.msA:15.681,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:15.71,urn:cts:greekLit:tlg5026.msAint.hmt:15.52
urn:cts:greekLit:tlg0012.tlg001.msA:15.737,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:15.24,urn:cts:greekLit:tlg5026.msAim.hmt:15.76
urn:cts:greekLit:tlg0012.tlg001.msA:15.8,Main & Ext,urn:cts:greekLit:tlg5026.msA.hmt:15.8,urn:cts:greekLit:tlg5026.msAext.hmt:15.1
urn:cts:greekLit:tlg0012.tlg001.msA:15.82,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:15.8,urn:cts:greekLit:tlg5026.msAim.hmt:15.12
urn:cts:greekLit:tlg0012.tlg001.msA:15.86,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:15.30,urn:cts:greekLit:tlg5026.msAint.hmt:15.13
urn:cts:greekLit:tlg0012.tlg001.msA:15.94,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.31,urn:cts:greekLit:tlg5026.msAim.hmt:15.15
urn:cts:greekLit:tlg0012.tlg001.msA:15.X,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:15.48,urn:cts:greekLit:tlg5026.msAim.hmt:15.53
urn:cts:greekLit:tlg0012.tlg001.msA:17.110,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.48,urn:cts:greekLit:tlg5026.msAint.hmt:17.15
urn:cts:greekLit:tlg0012.tlg001.msA:17.153,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.64,urn:cts:greekLit:tlg5026.msAint.hmt:17.18
urn:cts:greekLit:tlg0012.tlg001.msA:17.161,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:17.19,urn:cts:greekLit:tlg5026.msAint.hmt:17.19
urn:cts:greekLit:tlg0012.tlg001.msA:17.163,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.67,urn:cts:greekLit:tlg5026.msAim.hmt:17.20
urn:cts:greekLit:tlg0012.tlg001.msA:17.170,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.70,urn:cts:greekLit:tlg5026.msAint.hmt:17.20
urn:cts:greekLit:tlg0012.tlg001.msA:17.174,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.73,urn:cts:greekLit:tlg5026.msAim.hmt:17.22
urn:cts:greekLit:tlg0012.tlg001.msA:17.178,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.74,urn:cts:greekLit:tlg5026.msAint.hmt:17.21
urn:cts:greekLit:tlg0012.tlg001.msA:17.191,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.80,urn:cts:greekLit:tlg5026.msAim.hmt:17.24
urn:cts:greekLit:tlg0012.tlg001.msA:17.213-17.214,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.91,urn:cts:greekLit:tlg5026.msAint.hmt:17.24
urn:cts:greekLit:tlg0012.tlg001.msA:17.231,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.100,urn:cts:greekLit:tlg5026.msAim.hmt:17.28
urn:cts:greekLit:tlg0012.tlg001.msA:17.242,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.104,urn:cts:greekLit:tlg5026.msAint.hmt:17.26
urn:cts:greekLit:tlg0012.tlg001.msA:17.253,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:17.33,urn:cts:greekLit:tlg5026.msAint.hmt:17.27
urn:cts:greekLit:tlg0012.tlg001.msA:17.260,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.109,urn:cts:greekLit:tlg5026.msAim.hmt:17.34
urn:cts:greekLit:tlg0012.tlg001.msA:17.32,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.13,urn:cts:greekLit:tlg5026.msAint.hmt:17.4
urn:cts:greekLit:tlg0012.tlg001.msA:17.38,Im & Int,urn:cts:greekLit:tlg5026.msAim.hmt:17.5,urn:cts:greekLit:tlg5026.msAint.hmt:17.7
urn:cts:greekLit:tlg0012.tlg001.msA:17.40,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.18,urn:cts:greekLit:tlg5026.msAim.hmt:17.6
urn:cts:greekLit:tlg0012.tlg001.msA:17.42,Im & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:17.1,urn:cts:greekLit:tlg5026.msAim.hmt:17.7
urn:cts:greekLit:tlg0012.tlg001.msA:17.44,Int & Ext,urn:cts:greekLit:tlg5026.msAext.hmt:17.2,urn:cts:greekLit:tlg5026.msAint.hmt:17.8
urn:cts:greekLit:tlg0012.tlg001.msA:17.54,Main & Im,urn:cts:greekLit:tlg5026.msA.hmt:17.29,urn:cts:greekLit:tlg5026.msAim.hmt:17.9
urn:cts:greekLit:tlg0012.tlg001.msA:17.599,Main & Int,urn:cts:greekLit:tlg5026.msA.hmt:17.119,urn:cts:greekLit:tlg5026.msAint.hmt:17.28
